member_id,cluster,cost,decision_score,value,uplift_score,p_control,p_treat,reward_app_activity,population_fit,preferred_offer_type,maturity_flag,total_spend,frequency,recency_h
8F01DE594BC74A36A81338648CCC8115,High-Value Responsive,3.5,0.858,11.7577,0.3707,0.5807,0.9514,1.0,1.0,Mixed,mature,152.85,13,12
F0C6122617704FE1A1B669F380266635,Low-Value Low-Response,0.0,0.858,2.5867,0.3317,0.3262,0.6579,1.0,0.0,No paid offer preference,mature,7.76,3,12
2C73097022014523A15CF9CB61D68703,High-Value Responsive,3.5,0.858,56.4843,0.0772,0.4511,0.5282,0.8571,1.0,Mixed,mature,790.78,14,102
C78FD6429C624B73AEB2A269D9C15F0A,Low-Value Low-Response,0.0,0.8567,3.045,0.2814,0.3146,0.5959,1.0,0.3333,No paid offer preference,mature,18.27,6,36
5312D41F8B894531863A6B507786D802,Low-Value Low-Response,0.0,0.8565,3.3667,0.2544,0.3437,0.5981,0.6667,0.0,No paid offer preference,mature,10.1,3,72
9A0E465C898540A9B6221A6DDCA88F60,Frequent Light Buyers,2.5,0.8564,9.6467,0.3479,0.4577,0.8057,0.7222,0.0,Discount,mature,173.64,18,18
716975CE1C6D4EA68B135158ECE95BDD,Low-Value Low-Response,0.0,0.8562,2.3322,0.3671,0.4762,0.8433,0.2222,0.0,No paid offer preference,thin_history,20.99,9,96
6ED0FDDE1B3644159EB78309C347E4C8,Low-Value Low-Response,0.0,0.8558,3.524,0.2429,0.459,0.7019,0.8,0.0,No paid offer preference,mature,17.62,5,228
672EA74B67FC44DC8FFA6EBE935C5C64,Dormant Value Customers,4.0,0.8553,22.455,0.2162,0.5959,0.8121,0.8333,1.0,Mixed,mature,134.73,6,18
27573D3EBC154A48A9CD245AE16B71A2,Low-Value Low-Response,0.0,0.8552,3.195,0.2677,0.3576,0.6252,0.75,0.3333,No paid offer preference,mature,12.78,4,90
4479FE4518FD4367BDA5BE3FF8592C59,Low-Value Low-Response,0.0,0.8551,3.422,0.2499,0.3979,0.6478,0.8,0.0,No paid offer preference,mature,17.11,5,42
EDA12F036F2A467BB1CC0F3FB26C8847,Low-Value Low-Response,0.0,0.8548,3.0214,0.2829,0.3637,0.6466,1.0,0.25,No paid offer preference,mature,21.15,7,60
C69C472ADBAA425AA5CFD727F4978EA1,Low-Value Low-Response,0.0,0.8545,2.1317,0.4009,0.3995,0.8004,0.6667,0.0,No paid offer preference,mature,12.79,6,78
59CA814FA68848B7AC24C6ACCDBD7113,Low-Value Low-Response,0.0,0.8544,2.7,0.3164,0.5546,0.871,0.5,0.3333,No paid offer preference,mature,27.0,10,78
1758511AFBA94E54939A010294F4C4A5,Dormant Value Customers,4.0,0.8541,18.2629,0.2658,0.4045,0.6703,0.5714,1.0,Mixed,mature,127.84,7,78
5C156A85D48045CCA4E1673A59D65792,High-Value Responsive,3.5,0.854,14.8706,0.2928,0.4914,0.7842,1.0,1.0,Mixed,mature,237.93,16,30
C8F9B94D2B32407C82083B2EA444122D,Low-Value Low-Response,0.0,0.854,3.182,0.2684,0.3052,0.5735,0.8,0.0,No paid offer preference,mature,15.91,5,84
76BD8FF0850B46C3BB5B309FB44C4B81,High-Value Responsive,3.5,0.854,23.879,0.1823,0.5992,0.7816,0.6,0.6667,Mixed,mature,238.79,10,30
EE349702B3984AA3A79BD507CD1A3FBE,Low-Value Low-Response,0.0,0.8536,2.5088,0.3402,0.4266,0.7668,1.0,0.25,No paid offer preference,mature,20.07,8,96
ED7E6C25C7DB4D7C94B552738996F6EF,Low-Value Low-Response,0.0,0.8532,4.335,0.1968,0.3937,0.5905,0.8333,0.3333,No paid offer preference,mature,26.01,6,12
4415E9934C0E4F029BE35752CBF17CD4,Low-Value Low-Response,0.0,0.8532,4.6771,0.1824,0.4042,0.5867,0.7143,0.0,No paid offer preference,mature,32.74,7,0
65744B44AA9A415BB0D1DCD84B29395F,High-Value Responsive,3.5,0.8525,13.1245,0.3316,0.483,0.8146,0.9091,1.0,Mixed,mature,144.37,11,42
211C1B601543428198D735C2526E6225,Frequent Light Buyers,2.5,0.8521,8.8107,0.3805,0.5315,0.912,1.0,0.25,Discount,mature,132.16,15,18
E6A59F1D7D9D4F49A37C1C17D6CB7870,Low-Value Low-Response,0.0,0.8519,2.87,0.2968,0.3969,0.6937,1.0,0.0,No paid offer preference,mature,20.09,7,72
BF3E868CAE6D45529F856F02E9F5FFD2,Low-Value Low-Response,0.0,0.8517,3.6467,0.2335,0.3946,0.6281,0.8333,0.5,No paid offer preference,mature,21.88,6,60
39ACDC5599654F6EBCD61C50C7FB7046,High-Value Responsive,3.5,0.8511,13.408,0.3245,0.5352,0.8597,0.8,1.0,Mixed,mature,134.08,10,12
0DC5A10C6C654387B7E1298724A464E1,Low-Value Low-Response,0.0,0.851,3.2157,0.2646,0.4395,0.7042,0.2857,0.0,No paid offer preference,mature,22.51,7,96
9C764C3665654DDC8897BA0C67AD92B5,Low-Value Low-Response,0.0,0.8505,3.8925,0.2185,0.5741,0.7926,1.0,0.0,No paid offer preference,mature,15.57,4,162
8022A26A53F44603831E8C96AED676F5,Low-Value Low-Response,0.0,0.8503,3.0162,0.2819,0.4578,0.7397,0.625,0.3333,No paid offer preference,mature,24.13,8,48
6A619D10E88F489EAE05CEB9A8F5B178,High-Value Responsive,3.5,0.8502,13.6307,0.3191,0.5824,0.9015,0.8571,1.0,Mixed,mature,190.83,14,48
93EFE4B2ACBC49ED9A8CD2B3C17D240B,Low-Value Low-Response,0.0,0.8498,2.925,0.2905,0.3884,0.6789,0.6667,0.0,No paid offer preference,mature,17.55,6,90
59FD39AC5EF149FE987D7A1F49A47279,Low-Value Low-Response,0.0,0.8496,2.0129,0.4221,0.3813,0.8034,0.1429,0.0,No paid offer preference,thin_history,14.09,7,102
7A5F837AD609476CB17734D90F2E0ED8,Low-Value Low-Response,0.0,0.8495,4.485,0.1894,0.3811,0.5705,0.75,0.25,No paid offer preference,mature,17.94,4,54
E2602891E0704A9ABD1989FC568CC8ED,Low-Value Low-Response,0.0,0.8494,4.0071,0.212,0.5116,0.7235,1.0,0.0,No paid offer preference,mature,28.05,7,42
D79A422D00674D80A30311C203AD0E6B,Low-Value Low-Response,0.0,0.8494,4.084,0.208,0.5736,0.7815,0.8,0.25,No paid offer preference,mature,20.42,5,0
5F378AB8FDBE4A1B9A4AABE79E9E9E73,Low-Value Low-Response,0.0,0.8488,2.642,0.3213,0.5714,0.8926,0.4,0.0,No paid offer preference,mature,26.42,10,18
43E85B465C6C446396ADB3293B3AEB8D,Low-Value Low-Response,0.0,0.8486,2.2555,0.3762,0.5438,0.92,0.6364,0.0,No paid offer preference,mature,24.81,11,24
C82722FE331E4F959D2656AF4B67284F,Dormant Value Customers,4.0,0.8485,13.965,0.3472,0.443,0.7902,1.0,1.0,Mixed,mature,55.86,4,318
62BACB593A434F0D96B814075418E983,Low-Value Low-Response,0.0,0.8484,4.5683,0.1857,0.357,0.5427,0.5,0.25,No paid offer preference,mature,27.41,6,0
91BD75D075614AC6802816FCB6009258,Low-Value Low-Response,0.0,0.8479,2.5956,0.3267,0.4088,0.7355,1.0,0.0,No paid offer preference,mature,23.36,9,174
3BEE268F105F4C5397FF326FCEE03F7F,Low-Value Low-Response,0.0,0.8478,3.3,0.2569,0.3649,0.6218,0.5,0.0,No paid offer preference,mature,13.2,4,312
25E43E5144F8494B9E77C1EE72459B7D,Low-Value Low-Response,0.0,0.8473,2.1467,0.3947,0.4152,0.8099,0.4167,0.0,No paid offer preference,thin_history,25.76,12,72
09916E16312345B6A9BED4B77E0211C3,High-Value Responsive,3.5,0.847,15.198,0.286,0.5182,0.8042,1.0,1.0,Mixed,mature,227.97,15,30
C095DAD5BF3A452389143AB4B864F10B,Low-Value Low-Response,0.0,0.8469,2.0642,0.4103,0.4651,0.8754,0.5,0.0,No paid offer preference,mature,24.77,12,90
CE9CB5C521054DCC997B5170CF52A533,Low-Value Low-Response,0.0,0.8469,3.5122,0.2411,0.6505,0.8916,0.8889,0.0,No paid offer preference,mature,31.61,9,42
348BDC19D65F49B8B98F72C59E64CD89,High-Value Responsive,3.5,0.8469,18.496,0.235,0.3988,0.6338,0.9,1.0,Mixed,mature,184.96,10,48
2A070C1A63E348FDA6F9772DF48F4C85,Low-Value Low-Response,0.0,0.8468,3.484,0.2431,0.45,0.6931,1.0,0.0,No paid offer preference,mature,17.42,5,18
3177D2D794B94E2097125B31A92C4C38,Low-Value Low-Response,0.0,0.8459,2.9717,0.2847,0.5909,0.8755,0.8333,0.25,No paid offer preference,mature,17.83,6,48
92C64373CEC54B3AA85401D0C2134893,Low-Value Low-Response,0.0,0.8457,2.8043,0.3016,0.5095,0.8111,1.0,0.2,No paid offer preference,mature,19.63,7,126
8F7DD3B2AFE14C078EB4F6E6FE4BA97D,Dormant Value Customers,4.0,0.8453,15.7025,0.3086,0.4994,0.808,0.5,0.5,Mixed,mature,125.62,8,120
5D26E4CC7A9C47AF96ABCA48DE7745D9,Low-Value Low-Response,0.0,0.8453,3.055,0.2767,0.3902,0.6669,0.75,0.5,No paid offer preference,mature,12.22,4,156
246094CE7B5F4BFAB1E3E91A9127EC3B,Dormant Value Customers,4.0,0.8451,21.9857,0.2204,0.5682,0.7886,0.4286,0.75,Mixed,mature,153.9,7,96
A207F16EDD394F6F8D71531DD444F5F6,High-Value Responsive,3.5,0.8447,9.715,0.4472,0.4673,0.9145,0.3333,1.0,Mixed,thin_history,116.58,12,42
5431D49609B44ECF95A5A406FAC90544,Low-Value Low-Response,0.0,0.8446,3.174,0.2661,0.3546,0.6207,0.6,0.0,No paid offer preference,mature,15.87,5,72
0F6D41CB9BD144E3B091286856D12F5C,Low-Value Low-Response,0.0,0.8446,3.492,0.2419,0.3229,0.5648,0.8,0.25,No paid offer preference,mature,17.46,5,66
B3F19A6E6036426D91DE0D2D09DBCA9F,Low-Value Low-Response,0.0,0.8444,3.792,0.2227,0.2741,0.4968,0.6,0.0,No paid offer preference,mature,18.96,5,336
D19E2AB62D954B7AA521B0588EEB8AF9,Low-Value Low-Response,0.0,0.8438,2.7283,0.3093,0.4204,0.7296,0.5,0.25,No paid offer preference,mature,16.37,6,0
685BDB99ECFA4CBCB0EE9DBB71BD4E90,High-Value Responsive,3.5,0.8437,24.8589,0.1747,0.4582,0.633,0.7778,1.0,Mixed,mature,223.73,9,72
24E97F8491804E43AC0865AE93B54CA9,Low-Value Low-Response,0.0,0.8436,2.948,0.2862,0.3744,0.6606,0.6,0.5,No paid offer preference,mature,14.74,5,120
BD3714ABF1654F58939F379F88378882,Low-Value Low-Response,0.0,0.8433,4.075,0.207,0.3593,0.5663,0.75,0.5,No paid offer preference,mature,16.3,4,72
04E0EFF0B4704FC291BBE1275F01FB7A,High-Value Responsive,3.5,0.8431,13.8915,0.3126,0.4512,0.7638,1.0,1.0,Mixed,mature,180.59,13,114
AFD43FCA497D4E489C23B0E673535FEE,Low-Value Low-Response,0.0,0.843,2.8575,0.295,0.3236,0.6186,1.0,0.5,No paid offer preference,mature,11.43,4,54
4BE1127413DB496D8103C783AE72058B,Low-Value Low-Response,0.0,0.8426,2.5788,0.3268,0.5221,0.8489,0.75,0.3333,No paid offer preference,mature,20.63,8,174
6545703D7DB34D2EA96FF20E21BB83C3,Low-Value Low-Response,0.0,0.8425,3.7912,0.2222,0.3884,0.6106,0.875,0.4,No paid offer preference,mature,30.33,8,12
54EAF9F5DDC04CE6A91D8385BB0A8D17,Low-Value Low-Response,0.0,0.8424,3.8633,0.2181,0.3641,0.5822,0.6667,0.0,No paid offer preference,mature,11.59,3,180
336C749589434BBBB8B5849004EADAAF,High-Value Responsive,3.5,0.8419,13.5218,0.3211,0.5196,0.8407,1.0,1.0,Mixed,mature,148.74,11,96
294B0267A8934742BBD924C037896F3A,Low-Value Low-Response,0.0,0.8418,3.3933,0.2481,0.323,0.5711,1.0,0.0,No paid offer preference,mature,10.18,3,42
8C2E83342F5447E5B0414C6A3F32D53C,Low-Value Low-Response,0.0,0.8417,2.2886,0.3678,0.4145,0.7823,0.5714,0.0,No paid offer preference,mature,16.02,7,96
576E6EED3C6A4AC682EBD35B7EA672F4,Low-Value Low-Response,0.0,0.8414,2.166,0.3885,0.4836,0.8721,0.2,0.0,No paid offer preference,mature,10.83,5,126
AB37A7049B4747E1840CFCC298ACA0A4,Low-Value Low-Response,0.0,0.8412,2.8371,0.2965,0.5104,0.8069,0.8571,0.2,No paid offer preference,mature,19.86,7,36
5AD8CCB7BE774A8CB4A08371147B2CDE,Low-Value Low-Response,0.0,0.8412,3.834,0.2194,0.4189,0.6383,1.0,0.25,No paid offer preference,mature,19.17,5,306
4861F8F83A6145E3AA9C7A08CF1EFF00,Low-Value Low-Response,0.0,0.8406,2.682,0.3134,0.4309,0.7443,0.2,0.0,No paid offer preference,mature,13.41,5,54
77E305A254014A9A9F03A9F61C80FF03,High-Value Responsive,3.5,0.8394,15.072,0.2879,0.5641,0.852,0.5333,1.0,Mixed,mature,226.08,15,18
4B5FB27E891149CBA6E54CCCC18F4526,Low-Value Low-Response,0.0,0.8391,4.05,0.2072,0.3756,0.5827,1.0,0.2,No paid offer preference,mature,20.25,5,24
3E84B6633C9D4F41B7168799859A3398,Frequent Light Buyers,2.5,0.839,8.9647,0.3725,0.5605,0.933,0.8235,0.5,Discount,mature,152.4,17,78
8BDACA43BC4B4446AD8E86A82489FD23,Low-Value Low-Response,0.0,0.8389,3.6822,0.2278,0.3725,0.6003,1.0,0.25,No paid offer preference,mature,33.14,9,66
0844B119BDC542CDB54188F4F10B7EB1,Low-Value Low-Response,0.0,0.8386,3.59,0.2336,0.3546,0.5882,0.2,0.0,No paid offer preference,thin_history,17.95,5,6
F476808876B047BBB7DCC7EF6E088713,Low-Value Low-Response,0.0,0.8385,3.4411,0.2437,0.371,0.6147,0.8889,0.3333,No paid offer preference,mature,30.97,9,150
C3B1E510416F4300AC8F09D058111889,Low-Value Low-Response,0.0,0.8383,2.37,0.3537,0.4497,0.8034,1.0,0.0,No paid offer preference,mature,16.59,7,24
6B6D241B304D435DA7C8123926573C63,Low-Value Low-Response,0.0,0.8382,2.17,0.3863,0.4349,0.8212,0.8333,0.25,No paid offer preference,mature,13.02,6,24
9A771D17217C4CCE87C1ABECA24B70BB,High-Value Responsive,3.5,0.838,10.103,0.4294,0.4877,0.917,0.5,1.0,Mixed,thin_history,101.03,10,108
FADAEA25F90144B2A350593AE178DE70,Low-Value Low-Response,0.0,0.838,2.385,0.3514,0.3621,0.7135,1.0,0.0,No paid offer preference,mature,9.54,4,96
14124920A71F47B0AAFE3AF220107CFE,Low-Value Low-Response,0.0,0.8374,2.522,0.332,0.6207,0.9528,1.0,0.0,No paid offer preference,mature,12.61,5,18
86CD0FA338AA4D73A57D55C3801D7F2A,Thin-History Low-Activity,1.0,0.8374,19.0967,0.0962,0.3067,0.4029,1.0,0.5,No paid offer preference,mature,57.29,3,354
375C47B35FF048BBB3E6BDEA03ED0A69,Low-Value Low-Response,0.0,0.8372,2.9533,0.2835,0.3979,0.6814,1.0,0.3333,No paid offer preference,mature,17.72,6,60
EE08742ADB554CD28CA83EBC7DD0B45C,Low-Value Low-Response,0.0,0.837,3.3157,0.2524,0.3708,0.6233,0.8571,0.0,No paid offer preference,mature,23.21,7,42
C8F6B6D4DECD48C1A81B6C8FCF567958,High-Value Responsive,3.5,0.8368,13.4526,0.3224,0.5904,0.9128,1.0,1.0,Mixed,mature,255.6,19,36
DDF9D5AF49294C7E84B66E63183DC3CB,Low-Value Low-Response,0.0,0.8367,2.08,0.4022,0.3602,0.7624,1.0,0.0,No paid offer preference,mature,10.4,5,60
5C59075CE60B48029123D6A466604E44,Low-Value Low-Response,0.0,0.8366,3.4386,0.2433,0.466,0.7093,0.5714,0.0,No paid offer preference,mature,24.07,7,6
0EC92C145B6E46E4B453B0A12099B404,Low-Value Low-Response,0.0,0.8364,3.6283,0.2305,0.4248,0.6553,0.3333,0.5,No paid offer preference,mature,21.77,6,72
3FC7776CF5734E0093DDD19A4F8F6586,Dormant Value Customers,4.0,0.8363,15.785,0.3064,0.3867,0.6931,1.0,0.75,Mixed,mature,63.14,4,144
A27C674F9562416FA55C927BD678EBE1,Low-Value Low-Response,0.0,0.8361,2.179,0.3837,0.5035,0.8872,0.9,0.0,No paid offer preference,mature,21.79,10,30
AF573E631A6942379A5EB5088314E278,Low-Value Low-Response,0.0,0.8361,2.5583,0.3268,0.4092,0.7361,1.0,0.0,No paid offer preference,mature,15.35,6,42
5A5B3673AFD1461A947A4B5DEAAEFD1C,Dormant Value Customers,4.0,0.8359,28.74,0.1683,0.387,0.5553,1.0,0.5,Mixed,mature,114.96,4,168
438754025DE24239A4561429155A7E36,Low-Value Low-Response,0.0,0.8358,2.8875,0.2895,0.3693,0.6587,1.0,0.0,No paid offer preference,mature,11.55,4,126
0A892DB1033E4DA3BC8AC7435F1646D9,High-Value Responsive,3.5,0.8354,20.3144,0.2134,0.6207,0.8341,0.7778,1.0,Mixed,mature,182.83,9,78
8252F22E50CD4B24A453713C61B1C236,High-Value Responsive,3.5,0.8351,10.6056,0.4088,0.5418,0.9505,0.8889,1.0,Mixed,mature,190.9,18,24
B527EAB600344530991F159DFFC3AC53,Low-Value Low-Response,0.0,0.835,3.42,0.2442,0.3332,0.5774,0.6,0.0,No paid offer preference,mature,17.1,5,0
8121823454154ACA8766A4753FE0C26D,High-Value Responsive,3.5,0.834,13.0214,0.3328,0.5284,0.8612,0.5714,1.0,Mixed,mature,91.15,7,0
10959E2D58C44E619045135B32B4F255,Low-Value Low-Response,0.0,0.8338,2.03,0.4107,0.4343,0.8451,0.5,0.5,No paid offer preference,mature,12.18,6,42
C3EA4F8EF00D4EC99DE9DF2DE9B4E794,Low-Value Low-Response,0.0,0.8337,2.8,0.2978,0.2883,0.5861,1.0,0.0,No paid offer preference,mature,8.4,3,54
DDE7B6DDB8F448A4A49F309939DE59F2,Low-Value Low-Response,0.0,0.8335,2.27,0.3672,0.3174,0.6845,0.75,0.0,No paid offer preference,mature,9.08,4,42
5910E7AFD00B49E1AA8DEC7B2AFBB08B,Low-Value Low-Response,0.0,0.8329,3.1025,0.2684,0.3562,0.6247,0.5,0.0,No paid offer preference,mature,12.41,4,42
A54C8245347843A199ADC699E9A2048C,Low-Value Low-Response,0.0,0.8326,3.412,0.244,0.4436,0.6876,0.6,0.3333,No paid offer preference,mature,17.06,5,90
661AAE5A22F046A1AB5C656F5D3E3849,Low-Value Low-Response,0.0,0.8322,2.5817,0.3223,0.4009,0.7233,0.5,0.0,No paid offer preference,thin_history,15.49,6,114
3161E6FB534D4148B746A9F3CD0AB5C7,Low-Value Low-Response,0.0,0.8322,2.84,0.293,0.3332,0.6263,1.0,0.2,No paid offer preference,mature,11.36,4,36
488773CAE11F4B71875BFCCD4E3E99F2,Low-Value Low-Response,0.0,0.8316,2.14,0.3886,0.4434,0.832,0.4,0.0,No paid offer preference,mature,21.4,10,24
72D8321B934B4E09952001BCD87662A3,Low-Value Low-Response,0.0,0.8312,4.4057,0.1887,0.5153,0.704,1.0,0.3333,No paid offer preference,mature,30.84,7,198
6BB33215D6C549F3AFC5E743B8FF3A85,Low-Value Low-Response,0.0,0.831,2.815,0.2952,0.3409,0.636,1.0,0.0,No paid offer preference,mature,11.26,4,6
AE588882351A4461800D70BADCC81B6D,Low-Value Low-Response,0.0,0.8308,2.6233,0.3167,0.3616,0.6783,0.3333,0.0,No paid offer preference,mature,7.87,3,216
F649AED5748E494F815D0803E5F49071,Low-Value Low-Response,0.0,0.8308,3.1225,0.2661,0.3439,0.61,0.5,0.0,No paid offer preference,mature,12.49,4,60
7055B5FA5F8647618AA14E220B7C6B5C,High-Value Responsive,3.5,0.8303,12.0769,0.3586,0.5922,0.9508,1.0,1.0,Mixed,mature,157.0,13,42
73B9C54E91524342B00F769A7525C25F,Dormant Value Customers,4.0,0.8302,15.2633,0.3165,0.5047,0.8212,0.8333,1.0,Mixed,mature,91.58,6,96
48C41E01E161412A873FD288621850C1,High-Value Responsive,3.5,0.8301,21.4967,0.2014,0.6058,0.8072,0.6667,1.0,Mixed,mature,193.47,9,24
86545AFDCDD543B4ADBD6C0C4961DB1B,Dormant Value Customers,4.0,0.83,19.4517,0.2483,0.6046,0.8529,1.0,1.0,Mixed,mature,116.71,6,114
AF0ACC34B33140289FEDC26D34BA3E85,Low-Value Low-Response,0.0,0.8298,2.524,0.3287,0.5199,0.8487,0.4,0.0,No paid offer preference,mature,12.62,5,84
DDC6402C0B3F48F285A93AD98C5496DB,High-Value Responsive,3.5,0.8297,10.5183,0.4116,0.5248,0.9365,1.0,1.0,Mixed,mature,126.22,12,84
2096848BBA8F49D98344BE3FDC433798,Low-Value Low-Response,0.0,0.8294,2.53,0.3278,0.3957,0.7235,1.0,0.3333,No paid offer preference,mature,15.18,6,36
7D680B5335DB412F82434247A682B727,Low-Value Low-Response,0.0,0.8291,3.56,0.2329,0.5938,0.8267,1.0,0.25,No paid offer preference,mature,21.36,6,96
CC82A0A1F09D40C1AC79D5B1D844CC9B,Low-Value Low-Response,0.0,0.8286,3.6271,0.2284,0.3345,0.5629,1.0,0.0,No paid offer preference,mature,25.39,7,48
02557FAFCF334C30A22C312C5647F71A,Low-Value Low-Response,0.0,0.8285,2.8633,0.2893,0.3503,0.6397,1.0,0.0,No paid offer preference,mature,17.18,6,114
375043F439A44A65B4FEC6E5A0A5A63B,Low-Value Low-Response,0.0,0.8284,2.2533,0.3676,0.4214,0.7891,0.3333,0.0,No paid offer preference,mature,13.52,6,96
FB16ABDFAA1D421D9E11F1AC5C8E80DF,Low-Value Low-Response,0.0,0.8282,2.6286,0.3151,0.4233,0.7384,0.7143,0.0,No paid offer preference,mature,18.4,7,36
DEF0D82517DF47A38CB602A587426D63,Low-Value Low-Response,0.0,0.8281,2.443,0.339,0.4154,0.7543,0.7,0.25,No paid offer preference,mature,24.43,10,42
90516EEA796B484399DCE5B20D15E207,High-Value Responsive,3.5,0.8281,13.2514,0.3266,0.4833,0.8099,1.0,1.0,Mixed,mature,92.76,7,60
2EFCAE731DB8472CBAC17B3BEA07A808,High-Value Responsive,3.5,0.8281,23.4315,0.1847,0.6063,0.791,1.0,0.8,Mixed,mature,304.61,13,150
8376FC5062BF46BE963AE813903ECDAD,Low-Value Low-Response,0.0,0.828,2.4275,0.3411,0.318,0.6591,0.25,0.0,No paid offer preference,mature,9.71,4,162
7B88B4C2198A4BFABF062D2C28D94514,Dormant Value Customers,4.0,0.8273,13.696,0.3525,0.4853,0.8377,0.8,0.6667,Mixed,mature,68.48,5,48
6D5D3DEB2FA5428DBED81510623B83E1,Low-Value Low-Response,0.0,0.8273,3.074,0.2691,0.3381,0.6073,1.0,0.0,No paid offer preference,mature,15.37,5,96
2BE2489DB35E4AC7873E295CC2F4914B,Low-Value Low-Response,0.0,0.8273,5.236,0.158,0.451,0.609,1.0,0.25,No paid offer preference,mature,26.18,5,222
00FAC72FD6AD448E8019B175267023DF,High-Value Responsive,3.5,0.8272,18.623,0.2324,0.5705,0.8028,0.9,1.0,Mixed,mature,186.23,10,66
015C3D28C67E46AA95E9EC97C27220E8,High-Value Responsive,3.5,0.827,23.541,0.1838,0.5924,0.7762,1.0,1.0,Mixed,mature,235.41,10,96
9E0D618D75954225ADC8CFF0C3E420E8,Low-Value Low-Response,0.0,0.8269,2.9467,0.2806,0.3403,0.621,0.6667,0.0,No paid offer preference,mature,8.84,3,12
65E5F48999544AEDADA20102086918F7,Low-Value Low-Response,0.0,0.8268,3.4,0.2432,0.3841,0.6273,1.0,0.25,No paid offer preference,mature,13.6,4,78
10C9361517054A538AADE27E19884BBC,Low-Value Low-Response,0.0,0.8261,3.0712,0.269,0.422,0.691,1.0,0.2,No paid offer preference,mature,24.57,8,24
35F0A49BA7784141A3ADADEF2AD8FC35,High-Value Responsive,3.5,0.826,10.8533,0.3986,0.5499,0.9485,0.8333,1.0,Mixed,mature,130.24,12,0
AF4BB07BF5364E9783F5BD740B27ED8F,High-Value Responsive,3.5,0.826,11.5627,0.3741,0.5662,0.9404,0.7273,1.0,Mixed,mature,127.19,11,48
4713F6C6302741C58DCF928F40B1179F,Low-Value Low-Response,0.0,0.826,2.4671,0.3348,0.4892,0.824,1.0,0.5,No paid offer preference,mature,17.27,7,66
ACB84E878C0A40C3B998FE143E66D426,Low-Value Low-Response,0.0,0.8259,2.5817,0.3199,0.3159,0.6358,0.6667,0.0,No paid offer preference,mature,15.49,6,36
BD1E687ACE0B4D62AAF516AAEC150BEB,Low-Value Low-Response,0.0,0.825,3.06,0.2696,0.3734,0.643,1.0,0.1667,No paid offer preference,mature,12.24,4,0
2ED795282792477091388A62BCDFD4AD,Low-Value Low-Response,0.0,0.8246,1.9371,0.4257,0.3822,0.8078,0.4286,0.0,No paid offer preference,thin_history,13.56,7,96
5FDD893C9BED4BAA89E1439C3F2A4348,Thin-History Low-Activity,1.0,0.8246,13.605,0.1341,0.3964,0.5305,0.5,0.5,No paid offer preference,thin_history,27.21,2,144
7B943337EC0547BD8967E111D1B794D4,High-Value Responsive,3.5,0.8241,11.7981,0.3665,0.5745,0.941,0.8571,1.0,Mixed,mature,247.76,21,42
B67D6050AD214BB9800BC8F47B48B8BB,Low-Value Low-Response,0.0,0.8239,4.444,0.1854,0.4462,0.6316,0.8,0.3333,No paid offer preference,mature,22.22,5,192
91980427EBE04CD7BE18426320375CC5,Low-Value Low-Response,0.0,0.8233,3.5771,0.2302,0.4705,0.7007,1.0,0.2,No paid offer preference,mature,25.04,7,114
E8B235494F694A00BF8B3F1915EB8039,Low-Value Low-Response,0.0,0.8231,2.5078,0.3282,0.5833,0.9115,0.3333,0.5,No paid offer preference,mature,22.57,9,132
3539A34F6B894C9E8A0D52742F9A21F8,High-Value Responsive,3.5,0.8228,13.6067,0.3177,0.4597,0.7774,1.0,1.0,Mixed,mature,81.64,6,66
94D82C681C994C319B4F3B648E351E56,Low-Value Low-Response,0.0,0.8227,2.462,0.3342,0.4755,0.8097,0.9,0.0,No paid offer preference,mature,24.62,10,54
7F0124B2A6E94E8FBA10C4055D8EDDE3,Low-Value Low-Response,0.0,0.8222,2.8562,0.2879,0.389,0.6769,0.75,0.3333,No paid offer preference,mature,22.85,8,30
3CC438553D9343CE9E10CFDDD81B03B3,Low-Value Low-Response,0.0,0.8219,2.7917,0.2944,0.46,0.7544,0.6667,0.0,No paid offer preference,mature,16.75,6,144
A9790E8E50AA40B889EB14C4A6A8F90C,Low-Value Low-Response,0.0,0.8217,3.3211,0.2474,0.4288,0.6762,1.0,0.0,No paid offer preference,mature,29.89,9,0
37F7B59A483E4201BF5FC0D99978622F,High-Value Responsive,3.5,0.8216,13.7545,0.3142,0.5138,0.828,0.7273,1.0,Mixed,mature,151.3,11,36
6F2BE1F4E8574BECAA4AC61CFDB0A971,High-Value Responsive,3.5,0.8207,20.5517,0.2102,0.4741,0.6843,0.8333,1.0,Mixed,mature,246.62,12,108
EB1232E370004BCCBE1013F62BB1AE8E,Low-Value Low-Response,0.0,0.8197,2.7836,0.2945,0.4551,0.7496,0.4545,0.0,No paid offer preference,mature,30.62,11,66
B69EA2E7833643B3A44257B154B3CE54,Dormant Value Customers,4.0,0.8196,21.17,0.2277,0.3542,0.5818,0.6667,0.6667,Mixed,mature,63.51,3,42
173B015909CC4DD5B74BAAF3320A1646,High-Value Responsive,3.5,0.8195,28.0545,0.154,0.7745,0.9285,0.85,1.0,Mixed,mature,561.09,20,6
F531C0BE9E534920A98DC74E317B56EF,Dormant Value Customers,4.0,0.8194,10.522,0.458,0.3324,0.7905,0.4,1.0,Mixed,thin_history,52.61,5,120
